loadable,snapshot_date,source_commit,profiles,source,status,baseline_coverage,limited,evidence,coverage_scope,sanitizer_evidence,fuzz_evidence,companion_loadables,busybox_applet,busybox_availability,external_program,external_availability,comparison_scope,metric_kind,work_unit,benchmark_cases,selected_case,fixture,builtin_command,external_command,passes,timed_samples,bashos_result,bashos_ms,busybox_ms,external_ms,bashos_over_external,priority,next_work,notes
ionice,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,device;server;full,loadables/ionice.c,Query parity,Query parity,False,tests/util-linux-smoke.sh,Host output comparison for one query; no complete option or mutation coverage.; Selected queries or temporary-file operations; device mutation is not validated.,,,,ionice,available,ionice,available,Same-name candidate; only measured arguments are compared.,compared,,ionice,ionice,empty,ionice -p 1,ionice -p 1,129,7,ok,4.929,97.557,78.169,0.0631,P4,Extend sizes/options; no selected-case performance priority.,
ip,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,device;server;full,loadables/ip.c,Bench checked,Build/help,False,,,,,,ip,available,ip,available,Same-name candidate; only measured arguments are compared.,compared,,ip,ip,empty,ip -br link show lo,ip -br link show lo,129,7,ok,7.474,,167.878,0.0445,P4,Extend sizes/options; no selected-case performance priority.,
ipcctl,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,device;server;full,loadables/ipcctl.c,Build/help,Build/help,False,,,,,,ipcs,missing,ipcs / ipcrm,adapter,IPC API/subset; isolate objects and match the operation.,none,,,,,,,,,unmeasured,,,,,P3,"Add behavioral fixtures, then timing.",
ipcmk,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,device;server;full,loadables/ipcmk.c,Build/help,Build/help,False,,,,,,,n/a,ipcmk,available,Same-name candidate; only measured arguments are compared.,none,,,,,,,,,unmeasured,,,,,P3,"Add behavioral fixtures, then timing.",
join,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/join.c,Parity,Parity,False,tests/text-tools-parity.sh,Small host-comparison fixtures; this is not complete CLI conformance.,,,,,n/a,join,available,Same-name candidate; only measured arguments are compared.,compared,,join,join,empty,join left right,join left right,18,7,ok,72.419,,47.218,1.5337,P3,"Confirm join (1.53× external time), then profile.",Write-failure stop and GNU comparison are covered by tests/join-check.sh.
jq,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;desktop;full,loadables/jq.c,Parity,Parity,False,tests/large-smoke.py,Selected language expressions against host tools; not full language conformance.,tests/large-sanitize.sh,,,,n/a,jq,available,Same-name candidate; only measured arguments are compared.,compared,,jq,jq,array,jq -c '[.[] | select(. > 50)]',jq -c '[.[] | select(. > 50)]',12,7,ok,76.858,,110.38,0.6963,P4,Extend sizes/options; no selected-case performance priority.,
keyctl,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/keyctl.c,Build/help,Build/help,False,,,,,,,n/a,keyctl,missing,Kernel keyring fixture needed.,none,,,,,,,,,unmeasured,,,,,P3,"Add behavioral fixtures, then timing.",
kgetch,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/kgetch.c,Contract,Contract,False,tests/terminal-smoke.py,"Decoder, state, selftest, private PTY or file fixtures; not all live UI interactions.",tests/terminal-sanitize.sh,,,,n/a,,n/a,Terminal key decoder API.,self-timed,"64 bytes parsed out of one 128-character hex word by parse_hex_args(), then one exact-match lookup over a full 160-entry keymap (34 built-in ANSI entries plus 126 from the keymap fixture, which fills the table exactly). bk_exact() is a reverse scan and the 64-byte entry sits at index 34, so 126 entries are examined before it matches, and one decoded key record is printed",kgetch,kgetch,empty,kgetch decode 1b5b393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939397e,kgetch decode 1b5b393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939393939397e,127,7,ok,4.173,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
killall,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/killall.c,Build/help,Build/help,False,,,,,pgrep,killall,available,killall,missing,Same-name candidate; only measured arguments are compared.,none,,,,,,,,,unmeasured,,,,,P3,"Add behavioral fixtures, then timing.",
killall5,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,full,loadables/killall5.c,Bench checked,Build/help,False,,,,,pgrep,,n/a,killall5,available,Same-name candidate; only measured arguments are compared.,self-timed,"512 fixture PIDs enumerated; a stat read (session id) and a cmdline read per PID; 512 PIDs / 2,260 bytes emitted, zero signals",killall5-dryrun,killall5-dryrun,empty,killall5 -n,killall5 -n,24,7,ok,75.938,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
kitty,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/kitty.c,Contract,Contract,False,tests/final-smoke.py,"Independent crypto/format fixtures, parser cases, local services or selftests; scope varies by command.",tests/final-sanitize.sh,tests/fuzz-image.c,,,n/a,kitten icat,adapter,Image/protocol bytes; not the whole terminal emulator.,self-timed,"the same 256x256 PNG decoded through stb_image and emitted as Kitty direct-RGB graphics: 196,608 payload bytes base64-encoded in 3,072-byte raw chunks (BK_RAW_CHUNK) with 64 APC framings, 263,012 bytes out. A one-way emitter: --no-tmux pins the framing and the terminal is never read",kitty,kitty,empty,kitty --no-tmux -w 40 -H 20 image.png,kitty --no-tmux -w 40 -H 20 image.png,37,7,ok,57.415,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
ldap,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/ldap.c,Contract,Contract,False,tests/final-smoke.py,"Independent crypto/format fixtures, parser cases, local services or selftests; scope varies by command.",tests/final-sanitize.sh,tests/fuzz-ldap.c,crypto,,n/a,ldapsearch,missing,Use a controlled LDAP peer; parser time is separate.,self-timed,"a 3,003-byte LDAPv3 filter of 200 OR-ed equality terms compiled to 3,604 BER bytes and hex-printed as 7,209 bytes",ldap-filter-test,ldap-filter-test,empty,ldap filter-test '(|(uid=bench0000)(uid=bench0001)(uid=bench0002)(uid=bench0003)(uid=bench0004)(uid=bench0005)(uid=bench0006)(uid=bench0007)(uid=bench0008)(uid=bench0009)(uid=bench0010)(uid=bench0011)(uid=bench0012)(uid=bench0013)(uid=bench0014)(uid=bench0015)(uid=bench0016)(uid=bench0017)(uid=bench0018)(uid=bench0019)(uid=bench0020)(uid=bench0021)(uid=bench0022)(uid=bench0023)(uid=bench0024)(uid=bench0025)(uid=bench0026)(uid=bench0027)(uid=bench0028)(uid=bench0029)(uid=bench0030)(uid=bench0031)(uid=bench0032)(uid=bench0033)(uid=bench0034)(uid=bench0035)(uid=bench0036)(uid=bench0037)(uid=bench0038)(uid=bench0039)(uid=bench0040)(uid=bench0041)(uid=bench0042)(uid=bench0043)(uid=bench0044)(uid=bench0045)(uid=bench0046)(uid=bench0047)(uid=bench0048)(uid=bench0049)(uid=bench0050)(uid=bench0051)(uid=bench0052)(uid=bench0053)(uid=bench0054)(uid=bench0055)(uid=bench0056)(uid=bench0057)(uid=bench0058)(uid=bench0059)(uid=bench0060)(uid=bench0061)(uid=bench0062)(uid=bench0063)(uid=bench0064)(uid=bench0065)(uid=bench0066)(uid=bench0067)(uid=bench0068)(uid=bench0069)(uid=bench0070)(uid=bench0071)(uid=bench0072)(uid=bench0073)(uid=bench0074)(uid=bench0075)(uid=bench0076)(uid=bench0077)(uid=bench0078)(uid=bench0079)(uid=bench0080)(uid=bench0081)(uid=bench0082)(uid=bench0083)(uid=bench0084)(uid=bench0085)(uid=bench0086)(uid=bench0087)(uid=bench0088)(uid=bench0089)(uid=bench0090)(uid=bench0091)(uid=bench0092)(uid=bench0093)(uid=bench0094)(uid=bench0095)(uid=bench0096)(uid=bench0097)(uid=bench0098)(uid=bench0099)(uid=bench0100)(uid=bench0101)(uid=bench0102)(uid=bench0103)(uid=bench0104)(uid=bench0105)(uid=bench0106)(uid=bench0107)(uid=bench0108)(uid=bench0109)(uid=bench0110)(uid=bench0111)(uid=bench0112)(uid=bench0113)(uid=bench0114)(uid=bench0115)(uid=bench0116)(uid=bench0117)(uid=bench0118)(uid=bench0119)(uid=bench0120)(uid=bench0121)(uid=bench0122)(uid=bench0123)(uid=bench0124)(uid=bench0125)(uid=bench0126)(uid=bench0127)(uid=bench0128)(uid=bench0129)(uid=bench0130)(uid=bench0131)(uid=bench0132)(uid=bench0133)(uid=bench0134)(uid=bench0135)(uid=bench0136)(uid=bench0137)(uid=bench0138)(uid=bench0139)(uid=bench0140)(uid=bench0141)(uid=bench0142)(uid=bench0143)(uid=bench0144)(uid=bench0145)(uid=bench0146)(uid=bench0147)(uid=bench0148)(uid=bench0149)(uid=bench0150)(uid=bench0151)(uid=bench0152)(uid=bench0153)(uid=bench0154)(uid=bench0155)(uid=bench0156)(uid=bench0157)(uid=bench0158)(uid=bench0159)(uid=bench0160)(uid=bench0161)(uid=bench0162)(uid=bench0163)(uid=bench0164)(uid=bench0165)(uid=bench0166)(uid=bench0167)(uid=bench0168)(uid=bench0169)(uid=bench0170)(uid=bench0171)(uid=bench0172)(uid=bench0173)(uid=bench0174)(uid=bench0175)(uid=bench0176)(uid=bench0177)(uid=bench0178)(uid=bench0179)(uid=bench0180)(uid=bench0181)(uid=bench0182)(uid=bench0183)(uid=bench0184)(uid=bench0185)(uid=bench0186)(uid=bench0187)(uid=bench0188)(uid=bench0189)(uid=bench0190)(uid=bench0191)(uid=bench0192)(uid=bench0193)(uid=bench0194)(uid=bench0195)(uid=bench0196)(uid=bench0197)(uid=bench0198)(uid=bench0199))',ldap filter-test '(|(uid=bench0000)(uid=bench0001)(uid=bench0002)(uid=bench0003)(uid=bench0004)(uid=bench0005)(uid=bench0006)(uid=bench0007)(uid=bench0008)(uid=bench0009)(uid=bench0010)(uid=bench0011)(uid=bench0012)(uid=bench0013)(uid=bench0014)(uid=bench0015)(uid=bench0016)(uid=bench0017)(uid=bench0018)(uid=bench0019)(uid=bench0020)(uid=bench0021)(uid=bench0022)(uid=bench0023)(uid=bench0024)(uid=bench0025)(uid=bench0026)(uid=bench0027)(uid=bench0028)(uid=bench0029)(uid=bench0030)(uid=bench0031)(uid=bench0032)(uid=bench0033)(uid=bench0034)(uid=bench0035)(uid=bench0036)(uid=bench0037)(uid=bench0038)(uid=bench0039)(uid=bench0040)(uid=bench0041)(uid=bench0042)(uid=bench0043)(uid=bench0044)(uid=bench0045)(uid=bench0046)(uid=bench0047)(uid=bench0048)(uid=bench0049)(uid=bench0050)(uid=bench0051)(uid=bench0052)(uid=bench0053)(uid=bench0054)(uid=bench0055)(uid=bench0056)(uid=bench0057)(uid=bench0058)(uid=bench0059)(uid=bench0060)(uid=bench0061)(uid=bench0062)(uid=bench0063)(uid=bench0064)(uid=bench0065)(uid=bench0066)(uid=bench0067)(uid=bench0068)(uid=bench0069)(uid=bench0070)(uid=bench0071)(uid=bench0072)(uid=bench0073)(uid=bench0074)(uid=bench0075)(uid=bench0076)(uid=bench0077)(uid=bench0078)(uid=bench0079)(uid=bench0080)(uid=bench0081)(uid=bench0082)(uid=bench0083)(uid=bench0084)(uid=bench0085)(uid=bench0086)(uid=bench0087)(uid=bench0088)(uid=bench0089)(uid=bench0090)(uid=bench0091)(uid=bench0092)(uid=bench0093)(uid=bench0094)(uid=bench0095)(uid=bench0096)(uid=bench0097)(uid=bench0098)(uid=bench0099)(uid=bench0100)(uid=bench0101)(uid=bench0102)(uid=bench0103)(uid=bench0104)(uid=bench0105)(uid=bench0106)(uid=bench0107)(uid=bench0108)(uid=bench0109)(uid=bench0110)(uid=bench0111)(uid=bench0112)(uid=bench0113)(uid=bench0114)(uid=bench0115)(uid=bench0116)(uid=bench0117)(uid=bench0118)(uid=bench0119)(uid=bench0120)(uid=bench0121)(uid=bench0122)(uid=bench0123)(uid=bench0124)(uid=bench0125)(uid=bench0126)(uid=bench0127)(uid=bench0128)(uid=bench0129)(uid=bench0130)(uid=bench0131)(uid=bench0132)(uid=bench0133)(uid=bench0134)(uid=bench0135)(uid=bench0136)(uid=bench0137)(uid=bench0138)(uid=bench0139)(uid=bench0140)(uid=bench0141)(uid=bench0142)(uid=bench0143)(uid=bench0144)(uid=bench0145)(uid=bench0146)(uid=bench0147)(uid=bench0148)(uid=bench0149)(uid=bench0150)(uid=bench0151)(uid=bench0152)(uid=bench0153)(uid=bench0154)(uid=bench0155)(uid=bench0156)(uid=bench0157)(uid=bench0158)(uid=bench0159)(uid=bench0160)(uid=bench0161)(uid=bench0162)(uid=bench0163)(uid=bench0164)(uid=bench0165)(uid=bench0166)(uid=bench0167)(uid=bench0168)(uid=bench0169)(uid=bench0170)(uid=bench0171)(uid=bench0172)(uid=bench0173)(uid=bench0174)(uid=bench0175)(uid=bench0176)(uid=bench0177)(uid=bench0178)(uid=bench0179)(uid=bench0180)(uid=bench0181)(uid=bench0182)(uid=bench0183)(uid=bench0184)(uid=bench0185)(uid=bench0186)(uid=bench0187)(uid=bench0188)(uid=bench0189)(uid=bench0190)(uid=bench0191)(uid=bench0192)(uid=bench0193)(uid=bench0194)(uid=bench0195)(uid=bench0196)(uid=bench0197)(uid=bench0198)(uid=bench0199))',99,7,ok,12.463,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",BER/filter fixtures and bounded fuzzing pass; live server/authentication throughput is unmeasured.
less,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/less.c,Contract,Contract,False,tests/helper-smoke.py,"Helper APIs, independent formats, temporary files and controlled terminal fixtures.",tests/helper-sanitize.sh,,,less,available,less,available,Same-name candidate; only measured arguments are compared.,compared,,less,less,empty,less text,less text,29,7,ok,65.529,21.682,128.587,0.5096,P4,Extend sizes/options; no selected-case performance priority.,
link,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,core;device;server;desktop;full,loadables/link.c,Bench checked,Build/help,False,,,,,,link,available,link,available,Same-name candidate; only measured arguments are compared.,compared,"1 link(2) per pass creating a hard link to the 423,000-byte text fixture; the 423,000-byte destination is byte-compared",link,link,empty,link text lnhard,link text lnhard,116,7,ok,4.27,88.007,72.466,0.0589,P4,Extend sizes/options; no selected-case performance priority.,
ln,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,pure;core;device;server;desktop;full,Bash examples/loadables/ln.c,Bench checked,Build/help,False,,,,,,ln,available,ln,available,Same-name candidate; only measured arguments are compared.,compared,,ln,ln,empty,ln -f text lnout,ln -f text lnout,121,7,ok,4.655,88.537,82.347,0.0565,P4,Extend sizes/options; no selected-case performance priority.,
locale,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,desktop;full,loadables/locale.c,Contract,Contract,False,tests/misc-smoke.py,Independent expected values or private file/socket fixtures.,,,,,n/a,locale / Python locale,adapter,Command/API subsets differ.,self-timed,13 LC_* category resolutions (each walking LC_ALL -> LC_<cat> -> LANG through getenv plus find_variable) printed as 13 lines / 170 bytes,locale-current,locale-current,empty,locale current,locale current,133,7,ok,5.965,,,,P4,"Self-timed baseline: no external program or applet implements this, so compare a change against this figure rather than a ratio.",
login,2026-09-12,63cb23df1c3012dde4b07657cc27e4f1e5015b2f,server;full,loadables/login.c,Contract,Contract,False,tests/final-smoke.py,"Independent crypto/format fixtures, parser cases, local services or selftests; scope varies by command.",tests/final-sanitize.sh,,,login,available,login,available,Same-name candidate; only measured arguments are compared.,compared,"318,948-byte / 5,001-record passwd database scanned to its last record, one 46-byte uid:gid:home:shell:gecos line emitted",login-lookup,login-lookup,empty,login lookup benchuser,"awk -F: '$1==""benchuser""{print $3"":""$4"":""$6"":""$7"":""$5}' account.passwd",81,7,ok,31.149,328.381,213.816,0.1457,P4,Extend sizes/options; no selected-case performance priority.,
